name,njss_count,top_url,domain,platform_n,bid_url,sample_url,fetched_at,prefecture,category,is_new
最高裁判所 大阪高等裁判所 神戸地方裁判所 社簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2774,2026-08-02,兵庫県,国・省庁,0
最高裁判所 大阪高等裁判所 神戸地方裁判所 龍野支部,0,,,0,,https://www2.njss.info/organizations/proc/2775,2026-08-02,兵庫県,国・省庁,0
最高裁判所 大阪高等裁判所 神戸家庭裁判所 龍野支部,0,,,0,,https://www2.njss.info/organizations/proc/2776,2026-08-02,兵庫県,国・省庁,0
最高裁判所 大阪高等裁判所 神戸地方裁判所 龍野簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2777,2026-08-02,兵庫県,国・省庁,0
最高裁判所 大阪高等裁判所 神戸地方裁判所 豊岡支部,0,,,0,,https://www2.njss.info/organizations/proc/2778,2026-08-02,兵庫県,国・省庁,0
最高裁判所 大阪高等裁判所 神戸家庭裁判所 豊岡支部,0,,,0,,https://www2.njss.info/organizations/proc/2779,2026-08-02,兵庫県,国・省庁,0
最高裁判所 大阪高等裁判所 神戸地方裁判所 豊岡簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2780,2026-08-02,兵庫県,国・省庁,0
最高裁判所 大阪高等裁判所 神戸地方裁判所 洲本支部,0,,,0,,https://www2.njss.info/organizations/proc/2781,2026-08-02,兵庫県,国・省庁,0
最高裁判所 大阪高等裁判所 神戸家庭裁判所 洲本支部,0,,,0,,https://www2.njss.info/organizations/proc/2782,2026-08-02,兵庫県,国・省庁,0
最高裁判所 大阪高等裁判所 神戸地方裁判所 洲本簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2783,2026-08-02,兵庫県,国・省庁,0
最高裁判所 大阪高等裁判所 神戸地方裁判所 西宮簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2784,2026-08-02,兵庫県,国・省庁,0
最高裁判所 大阪高等裁判所 神戸地方裁判所 篠山簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2785,2026-08-02,兵庫県,国・省庁,0
最高裁判所 大阪高等裁判所 神戸地方裁判所 加古川簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2786,2026-08-02,兵庫県,国・省庁,0
最高裁判所 大阪高等裁判所 神戸家庭裁判所 浜坂出張所,0,,,0,,https://www2.njss.info/organizations/proc/2787,2026-08-02,兵庫県,国・省庁,0
最高裁判所 大阪高等裁判所 神戸地方裁判所 浜坂簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2788,2026-08-02,兵庫県,国・省庁,0
最高裁判所 大阪高等裁判所 奈良家庭裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2789,2026-08-02,奈良県,国・省庁,0
最高裁判所 大阪高等裁判所 奈良地方裁判所 奈良簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2790,2026-08-02,奈良県,国・省庁,0
最高裁判所 大阪高等裁判所 奈良地方裁判所 葛城支部,0,,,0,,https://www2.njss.info/organizations/proc/2791,2026-08-02,奈良県,国・省庁,0
最高裁判所 大阪高等裁判所 奈良家庭裁判所 葛城支部,0,,,0,,https://www2.njss.info/organizations/proc/2792,2026-08-02,奈良県,国・省庁,0
最高裁判所 大阪高等裁判所 奈良地方裁判所 葛城簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2793,2026-08-02,奈良県,国・省庁,0
最高裁判所 大阪高等裁判所 奈良地方裁判所 五條支部,0,,,0,,https://www2.njss.info/organizations/proc/2794,2026-08-02,奈良県,国・省庁,0
最高裁判所 大阪高等裁判所 奈良家庭裁判所 五條支部,0,,,0,,https://www2.njss.info/organizations/proc/2795,2026-08-02,奈良県,国・省庁,0
最高裁判所 大阪高等裁判所 奈良地方裁判所 五條簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2796,2026-08-02,奈良県,国・省庁,0
最高裁判所 大阪高等裁判所 奈良地方裁判所 宇陀簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2797,2026-08-02,奈良県,国・省庁,0
最高裁判所 大阪高等裁判所 奈良家庭裁判所 吉野出張所,0,,,0,,https://www2.njss.info/organizations/proc/2798,2026-08-02,奈良県,国・省庁,0
最高裁判所 大阪高等裁判所 奈良地方裁判所 吉野簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2799,2026-08-02,奈良県,国・省庁,0
最高裁判所 大阪高等裁判所 大津家庭裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2800,2026-08-02,滋賀県,国・省庁,0
最高裁判所 大阪高等裁判所 大津地方裁判所 大津簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2801,2026-08-02,滋賀県,国・省庁,0
最高裁判所 大阪高等裁判所 大津地方裁判所 彦根支部,0,,,0,,https://www2.njss.info/organizations/proc/2802,2026-08-02,滋賀県,国・省庁,0
最高裁判所 大阪高等裁判所 大津家庭裁判所 彦根支部,0,,,0,,https://www2.njss.info/organizations/proc/2803,2026-08-02,滋賀県,国・省庁,0
最高裁判所 大阪高等裁判所 大津地方裁判所 彦根簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2804,2026-08-02,滋賀県,国・省庁,0
最高裁判所 大阪高等裁判所 大津地方裁判所 長浜支部,0,,,0,,https://www2.njss.info/organizations/proc/2805,2026-08-02,滋賀県,国・省庁,0
最高裁判所 大阪高等裁判所 大津家庭裁判所 長浜支部,0,,,0,,https://www2.njss.info/organizations/proc/2806,2026-08-02,滋賀県,国・省庁,0
最高裁判所 大阪高等裁判所 大津地方裁判所 長浜簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2807,2026-08-02,滋賀県,国・省庁,0
最高裁判所 大阪高等裁判所 大津家庭裁判所 高島出張所,0,,,0,,https://www2.njss.info/organizations/proc/2808,2026-08-02,滋賀県,国・省庁,0
最高裁判所 大阪高等裁判所 大津地方裁判所 高島簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2809,2026-08-02,滋賀県,国・省庁,0
最高裁判所 大阪高等裁判所 大津地方裁判所 甲賀簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2810,2026-08-02,滋賀県,国・省庁,0
最高裁判所 大阪高等裁判所 大津地方裁判所 東近江簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2811,2026-08-02,滋賀県,国・省庁,0
最高裁判所 大阪高等裁判所 和歌山家庭裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2812,2026-08-02,和歌山県,国・省庁,0
最高裁判所 大阪高等裁判所 和歌山地方裁判所 和歌山簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2813,2026-08-02,和歌山県,国・省庁,0
最高裁判所 大阪高等裁判所 和歌山地方裁判所 田辺支部,0,,,0,,https://www2.njss.info/organizations/proc/2814,2026-08-02,和歌山県,国・省庁,0
最高裁判所 大阪高等裁判所 和歌山家庭裁判所 田辺支部,0,,,0,,https://www2.njss.info/organizations/proc/2815,2026-08-02,和歌山県,国・省庁,0
最高裁判所 大阪高等裁判所 和歌山地方裁判所 田辺簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2816,2026-08-02,和歌山県,国・省庁,0
最高裁判所 大阪高等裁判所 和歌山地方裁判所 御坊支部,0,,,0,,https://www2.njss.info/organizations/proc/2817,2026-08-02,和歌山県,国・省庁,0
最高裁判所 大阪高等裁判所 和歌山家庭裁判所 御坊支部,0,,,0,,https://www2.njss.info/organizations/proc/2818,2026-08-02,和歌山県,国・省庁,0
最高裁判所 大阪高等裁判所 和歌山地方裁判所 御坊簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2819,2026-08-02,和歌山県,国・省庁,0
最高裁判所 大阪高等裁判所 和歌山地方裁判所 新宮支部,0,,,0,,https://www2.njss.info/organizations/proc/2820,2026-08-02,和歌山県,国・省庁,0
最高裁判所 大阪高等裁判所 和歌山家庭裁判所 新宮支部,0,,,0,,https://www2.njss.info/organizations/proc/2821,2026-08-02,和歌山県,国・省庁,0
最高裁判所 大阪高等裁判所 和歌山地方裁判所 新宮簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2822,2026-08-02,和歌山県,国・省庁,0
最高裁判所 大阪高等裁判所 和歌山地方裁判所 湯浅簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2823,2026-08-02,和歌山県,国・省庁,0
最高裁判所 大阪高等裁判所 和歌山地方裁判所 妙寺簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2824,2026-08-02,和歌山県,国・省庁,0
最高裁判所 大阪高等裁判所 和歌山地方裁判所 橋本簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2825,2026-08-02,和歌山県,国・省庁,0
最高裁判所 大阪高等裁判所 和歌山地方裁判所 串本簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2826,2026-08-02,和歌山県,国・省庁,0
最高裁判所 名古屋高等裁判所 名古屋家庭裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2827,2026-08-02,愛知県,国・省庁,0
最高裁判所 名古屋高等裁判所 金沢支部,0,,,0,,https://www2.njss.info/organizations/proc/2828,2026-08-02,石川県,国・省庁,0
最高裁判所 名古屋高等裁判所 名古屋地方裁判所 名古屋簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2829,2026-08-02,愛知県,国・省庁,0
最高裁判所 名古屋高等裁判所 名古屋地方裁判所 一宮支部,0,,,0,,https://www2.njss.info/organizations/proc/2830,2026-08-02,愛知県,国・省庁,0
最高裁判所 名古屋高等裁判所 名古屋家庭裁判所 一宮支部,0,,,0,,https://www2.njss.info/organizations/proc/2831,2026-08-02,愛知県,国・省庁,0
最高裁判所 名古屋高等裁判所 名古屋地方裁判所 一宮簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2832,2026-08-02,愛知県,国・省庁,0
最高裁判所 名古屋高等裁判所 名古屋地方裁判所 半田支部,0,,,0,,https://www2.njss.info/organizations/proc/2833,2026-08-02,愛知県,国・省庁,0
最高裁判所 名古屋高等裁判所 名古屋家庭裁判所 半田支部,0,,,0,,https://www2.njss.info/organizations/proc/2834,2026-08-02,愛知県,国・省庁,0
最高裁判所 名古屋高等裁判所 名古屋地方裁判所 半田簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2835,2026-08-02,愛知県,国・省庁,0
最高裁判所 名古屋高等裁判所 名古屋地方裁判所 岡崎支部,0,,,0,,https://www2.njss.info/organizations/proc/2836,2026-08-02,愛知県,国・省庁,0
最高裁判所 名古屋高等裁判所 名古屋家庭裁判所 岡崎支部,0,,,0,,https://www2.njss.info/organizations/proc/2837,2026-08-02,愛知県,国・省庁,0
最高裁判所 名古屋高等裁判所 名古屋地方裁判所 岡崎簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2838,2026-08-02,愛知県,国・省庁,0
最高裁判所 名古屋高等裁判所 名古屋地方裁判所 豊橋支部,0,,,0,,https://www2.njss.info/organizations/proc/2839,2026-08-02,愛知県,国・省庁,0
最高裁判所 名古屋高等裁判所 名古屋家庭裁判所 豊橋支部,0,,,0,,https://www2.njss.info/organizations/proc/2840,2026-08-02,愛知県,国・省庁,0
最高裁判所 名古屋高等裁判所 名古屋地方裁判所 豊橋簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2841,2026-08-02,愛知県,国・省庁,0
最高裁判所 名古屋高等裁判所 名古屋地方裁判所 春日井簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2842,2026-08-02,愛知県,国・省庁,0
最高裁判所 名古屋高等裁判所 名古屋地方裁判所 瀬戸簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2843,2026-08-02,愛知県,国・省庁,0
最高裁判所 名古屋高等裁判所 名古屋地方裁判所 津島簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2844,2026-08-02,愛知県,国・省庁,0
最高裁判所 名古屋高等裁判所 名古屋地方裁判所 犬山簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2845,2026-08-02,愛知県,国・省庁,0
最高裁判所 名古屋高等裁判所 名古屋地方裁判所 安城簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2846,2026-08-02,愛知県,国・省庁,0
最高裁判所 名古屋高等裁判所 名古屋地方裁判所 豊田簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2847,2026-08-02,愛知県,国・省庁,0
最高裁判所 名古屋高等裁判所 名古屋地方裁判所 新城簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2848,2026-08-02,愛知県,国・省庁,0
最高裁判所 名古屋高等裁判所 津家庭裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2849,2026-08-02,三重県,国・省庁,0
最高裁判所 名古屋高等裁判所 津地方裁判所 津簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2850,2026-08-02,三重県,国・省庁,0
最高裁判所 名古屋高等裁判所 津地方裁判所 松阪支部,0,,,0,,https://www2.njss.info/organizations/proc/2851,2026-08-02,三重県,国・省庁,0
最高裁判所 名古屋高等裁判所 津家庭裁判所 松阪支部,0,,,0,,https://www2.njss.info/organizations/proc/2852,2026-08-02,三重県,国・省庁,0
最高裁判所 名古屋高等裁判所 津地方裁判所 松阪簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2853,2026-08-02,三重県,国・省庁,0
最高裁判所 名古屋高等裁判所 津地方裁判所 伊賀支部,0,,,0,,https://www2.njss.info/organizations/proc/2854,2026-08-02,三重県,国・省庁,0
最高裁判所 名古屋高等裁判所 津家庭裁判所 伊賀支部,0,,,0,,https://www2.njss.info/organizations/proc/2855,2026-08-02,三重県,国・省庁,0
最高裁判所 名古屋高等裁判所 津地方裁判所 伊賀簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2856,2026-08-02,三重県,国・省庁,0
最高裁判所 名古屋高等裁判所 津地方裁判所 四日市支部,0,,,0,,https://www2.njss.info/organizations/proc/2857,2026-08-02,三重県,国・省庁,0
最高裁判所 名古屋高等裁判所 津家庭裁判所 四日市支部,0,,,0,,https://www2.njss.info/organizations/proc/2858,2026-08-02,三重県,国・省庁,0
最高裁判所 名古屋高等裁判所 津地方裁判所 四日市簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2859,2026-08-02,三重県,国・省庁,0
最高裁判所 名古屋高等裁判所 津地方裁判所 伊勢支部,0,,,0,,https://www2.njss.info/organizations/proc/2860,2026-08-02,三重県,国・省庁,0
最高裁判所 名古屋高等裁判所 津家庭裁判所 伊勢支部,0,,,0,,https://www2.njss.info/organizations/proc/2861,2026-08-02,三重県,国・省庁,0
最高裁判所 名古屋高等裁判所 津地方裁判所 伊勢簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2862,2026-08-02,三重県,国・省庁,0
最高裁判所 名古屋高等裁判所 津地方裁判所 熊野支部,0,,,0,,https://www2.njss.info/organizations/proc/2863,2026-08-02,三重県,国・省庁,0
最高裁判所 名古屋高等裁判所 津家庭裁判所 熊野支部,0,,,0,,https://www2.njss.info/organizations/proc/2864,2026-08-02,三重県,国・省庁,0
最高裁判所 名古屋高等裁判所 津地方裁判所 熊野簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2865,2026-08-02,三重県,国・省庁,0
最高裁判所 名古屋高等裁判所 津地方裁判所 鈴鹿簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2866,2026-08-02,三重県,国・省庁,0
最高裁判所 名古屋高等裁判所 津地方裁判所 桑名簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2867,2026-08-02,三重県,国・省庁,0
最高裁判所 名古屋高等裁判所 津家庭裁判所 尾鷲出張所,0,,,0,,https://www2.njss.info/organizations/proc/2868,2026-08-02,三重県,国・省庁,0
最高裁判所 名古屋高等裁判所 津地方裁判所 尾鷲簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2869,2026-08-02,三重県,国・省庁,0
最高裁判所 名古屋高等裁判所 岐阜家庭裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2870,2026-08-02,岐阜県,国・省庁,0
最高裁判所 名古屋高等裁判所 岐阜地方裁判所 岐阜簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2871,2026-08-02,岐阜県,国・省庁,0
最高裁判所 名古屋高等裁判所 岐阜地方裁判所 大垣支部,0,,,0,,https://www2.njss.info/organizations/proc/2872,2026-08-02,岐阜県,国・省庁,0
最高裁判所 名古屋高等裁判所 岐阜家庭裁判所 大垣支部,0,,,0,,https://www2.njss.info/organizations/proc/2873,2026-08-02,岐阜県,国・省庁,0
最高裁判所 名古屋高等裁判所 岐阜地方裁判所 大垣簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2874,2026-08-02,岐阜県,国・省庁,0
最高裁判所 名古屋高等裁判所 岐阜地方裁判所 高山支部,0,,,0,,https://www2.njss.info/organizations/proc/2875,2026-08-02,岐阜県,国・省庁,0
最高裁判所 名古屋高等裁判所 岐阜家庭裁判所 高山支部,0,,,0,,https://www2.njss.info/organizations/proc/2876,2026-08-02,岐阜県,国・省庁,0
最高裁判所 名古屋高等裁判所 岐阜地方裁判所 高山簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2877,2026-08-02,岐阜県,国・省庁,0
最高裁判所 名古屋高等裁判所 岐阜地方裁判所 多治見支部,0,,,0,,https://www2.njss.info/organizations/proc/2878,2026-08-02,岐阜県,国・省庁,0
最高裁判所 名古屋高等裁判所 岐阜家庭裁判所 多治見支部,0,,,0,,https://www2.njss.info/organizations/proc/2879,2026-08-02,岐阜県,国・省庁,0
最高裁判所 名古屋高等裁判所 岐阜地方裁判所 多治見簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2880,2026-08-02,岐阜県,国・省庁,0
最高裁判所 名古屋高等裁判所 岐阜地方裁判所 御嵩支部,0,,,0,,https://www2.njss.info/organizations/proc/2881,2026-08-02,岐阜県,国・省庁,0
最高裁判所 名古屋高等裁判所 岐阜家庭裁判所 御嵩支部,0,,,0,,https://www2.njss.info/organizations/proc/2882,2026-08-02,岐阜県,国・省庁,0
最高裁判所 名古屋高等裁判所 岐阜地方裁判所 御嵩簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2883,2026-08-02,岐阜県,国・省庁,0
最高裁判所 名古屋高等裁判所 岐阜家庭裁判所 郡上出張所,0,,,0,,https://www2.njss.info/organizations/proc/2884,2026-08-02,岐阜県,国・省庁,0
最高裁判所 名古屋高等裁判所 岐阜地方裁判所 郡上簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2885,2026-08-02,岐阜県,国・省庁,0
最高裁判所 名古屋高等裁判所 岐阜家庭裁判所 中津川出張所,0,,,0,,https://www2.njss.info/organizations/proc/2886,2026-08-02,岐阜県,国・省庁,0
最高裁判所 名古屋高等裁判所 岐阜地方裁判所 中津川簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2887,2026-08-02,岐阜県,国・省庁,0
最高裁判所 名古屋高等裁判所 福井家庭裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2888,2026-08-02,福井県,国・省庁,0
最高裁判所 名古屋高等裁判所 福井地方裁判所 福井簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2889,2026-08-02,福井県,国・省庁,0
最高裁判所 名古屋高等裁判所 福井地方裁判所 武生支部,0,,,0,,https://www2.njss.info/organizations/proc/2890,2026-08-02,福井県,国・省庁,0
最高裁判所 名古屋高等裁判所 福井家庭裁判所 武生支部,0,,,0,,https://www2.njss.info/organizations/proc/2891,2026-08-02,福井県,国・省庁,0
最高裁判所 名古屋高等裁判所 福井地方裁判所 武生簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2892,2026-08-02,福井県,国・省庁,0
最高裁判所 名古屋高等裁判所 福井地方裁判所 敦賀支部,0,,,0,,https://www2.njss.info/organizations/proc/2893,2026-08-02,福井県,国・省庁,0
最高裁判所 名古屋高等裁判所 福井家庭裁判所 敦賀支部,0,,,0,,https://www2.njss.info/organizations/proc/2894,2026-08-02,福井県,国・省庁,0
最高裁判所 名古屋高等裁判所 福井地方裁判所 敦賀簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2895,2026-08-02,福井県,国・省庁,0
最高裁判所 名古屋高等裁判所 福井地方裁判所 大野簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2896,2026-08-02,福井県,国・省庁,0
最高裁判所 名古屋高等裁判所 福井家庭裁判所 小浜出張所,0,,,0,,https://www2.njss.info/organizations/proc/2897,2026-08-02,福井県,国・省庁,0
最高裁判所 名古屋高等裁判所 福井地方裁判所 小浜簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2898,2026-08-02,福井県,国・省庁,0
最高裁判所 名古屋高等裁判所 金沢家庭裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2899,2026-08-02,石川県,国・省庁,0
最高裁判所 名古屋高等裁判所 金沢地方裁判所 金沢簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2900,2026-08-02,石川県,国・省庁,0
最高裁判所 名古屋高等裁判所 金沢地方裁判所 小松支部,0,,,0,,https://www2.njss.info/organizations/proc/2901,2026-08-02,石川県,国・省庁,0
最高裁判所 名古屋高等裁判所 金沢家庭裁判所 小松支部,0,,,0,,https://www2.njss.info/organizations/proc/2902,2026-08-02,石川県,国・省庁,0
最高裁判所 名古屋高等裁判所 金沢地方裁判所 小松簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2903,2026-08-02,石川県,国・省庁,0
最高裁判所 名古屋高等裁判所 金沢地方裁判所 七尾支部,0,,,0,,https://www2.njss.info/organizations/proc/2904,2026-08-02,石川県,国・省庁,0
最高裁判所 名古屋高等裁判所 金沢家庭裁判所 七尾支部,0,,,0,,https://www2.njss.info/organizations/proc/2905,2026-08-02,石川県,国・省庁,0
最高裁判所 名古屋高等裁判所 金沢地方裁判所 七尾簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2906,2026-08-02,石川県,国・省庁,0
最高裁判所 名古屋高等裁判所 金沢地方裁判所 輪島支部,0,,,0,,https://www2.njss.info/organizations/proc/2907,2026-08-02,石川県,国・省庁,0
最高裁判所 名古屋高等裁判所 金沢家庭裁判所 輪島支部,0,,,0,,https://www2.njss.info/organizations/proc/2908,2026-08-02,石川県,国・省庁,0
最高裁判所 名古屋高等裁判所 金沢地方裁判所 輪島簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2909,2026-08-02,石川県,国・省庁,0
最高裁判所 名古屋高等裁判所 金沢家庭裁判所 珠洲出張所,0,,,0,,https://www2.njss.info/organizations/proc/2910,2026-08-02,石川県,国・省庁,0
最高裁判所 名古屋高等裁判所 金沢地方裁判所 珠洲簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2911,2026-08-02,石川県,国・省庁,0
最高裁判所 名古屋高等裁判所 富山家庭裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2912,2026-08-02,富山県,国・省庁,0
最高裁判所 名古屋高等裁判所 富山地方裁判所 富山簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2913,2026-08-02,富山県,国・省庁,0
最高裁判所 名古屋高等裁判所 富山地方裁判所 高岡支部,0,,,0,,https://www2.njss.info/organizations/proc/2914,2026-08-02,富山県,国・省庁,0
最高裁判所 名古屋高等裁判所 富山家庭裁判所 高岡支部,0,,,0,,https://www2.njss.info/organizations/proc/2915,2026-08-02,富山県,国・省庁,0
最高裁判所 名古屋高等裁判所 富山地方裁判所 高岡簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2916,2026-08-02,富山県,国・省庁,0
最高裁判所 名古屋高等裁判所 富山地方裁判所 魚津支部,0,,,0,,https://www2.njss.info/organizations/proc/2917,2026-08-02,富山県,国・省庁,0
最高裁判所 名古屋高等裁判所 富山家庭裁判所 魚津支部,0,,,0,,https://www2.njss.info/organizations/proc/2918,2026-08-02,富山県,国・省庁,0
最高裁判所 名古屋高等裁判所 富山地方裁判所 魚津簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2919,2026-08-02,富山県,国・省庁,0
最高裁判所 名古屋高等裁判所 富山家庭裁判所 砺波出張所,0,,,0,,https://www2.njss.info/organizations/proc/2920,2026-08-02,富山県,国・省庁,0
最高裁判所 名古屋高等裁判所 富山地方裁判所 砺波簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2921,2026-08-02,富山県,国・省庁,0
最高裁判所 広島高等裁判所 広島家庭裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2923,2026-08-02,広島県,国・省庁,0
最高裁判所 広島高等裁判所 広島地方裁判所 広島簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2924,2026-08-02,広島県,国・省庁,0
最高裁判所 広島高等裁判所 岡山支部,0,,,0,,https://www2.njss.info/organizations/proc/2925,2026-08-02,岡山県,国・省庁,0
最高裁判所 広島高等裁判所 松江支部,0,,,0,,https://www2.njss.info/organizations/proc/2926,2026-08-02,島根県,国・省庁,0
最高裁判所 広島高等裁判所 広島地方裁判所 呉支部,0,,,0,,https://www2.njss.info/organizations/proc/2927,2026-08-02,広島県,国・省庁,0
最高裁判所 広島高等裁判所 広島家庭裁判所 呉支部,0,,,0,,https://www2.njss.info/organizations/proc/2928,2026-08-02,広島県,国・省庁,0
最高裁判所 広島高等裁判所 広島地方裁判所 呉簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2929,2026-08-02,広島県,国・省庁,0
最高裁判所 広島高等裁判所 広島地方裁判所 尾道支部,0,,,0,,https://www2.njss.info/organizations/proc/2930,2026-08-02,広島県,国・省庁,0
最高裁判所 広島高等裁判所 広島家庭裁判所 尾道支部,0,,,0,,https://www2.njss.info/organizations/proc/2931,2026-08-02,広島県,国・省庁,0
最高裁判所 広島高等裁判所 広島地方裁判所 尾道簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2932,2026-08-02,広島県,国・省庁,0
最高裁判所 広島高等裁判所 広島地方裁判所 福山支部,0,,,0,,https://www2.njss.info/organizations/proc/2933,2026-08-02,広島県,国・省庁,0
最高裁判所 広島高等裁判所 広島家庭裁判所 福山支部,0,,,0,,https://www2.njss.info/organizations/proc/2934,2026-08-02,広島県,国・省庁,0
最高裁判所 広島高等裁判所 広島地方裁判所 福山簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2935,2026-08-02,広島県,国・省庁,0
最高裁判所 広島高等裁判所 広島地方裁判所 三次支部,0,,,0,,https://www2.njss.info/organizations/proc/2936,2026-08-02,広島県,国・省庁,0
最高裁判所 広島高等裁判所 広島家庭裁判所 三次支部,0,,,0,,https://www2.njss.info/organizations/proc/2937,2026-08-02,広島県,国・省庁,0
最高裁判所 広島高等裁判所 広島地方裁判所 三次簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2938,2026-08-02,広島県,国・省庁,0
最高裁判所 広島高等裁判所 広島地方裁判所 東広島簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2939,2026-08-02,広島県,国・省庁,0
最高裁判所 広島高等裁判所 広島地方裁判所 可部簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2940,2026-08-02,広島県,国・省庁,0
最高裁判所 広島高等裁判所 広島地方裁判所 大竹簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2941,2026-08-02,広島県,国・省庁,0
最高裁判所 広島高等裁判所 広島地方裁判所 竹原簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2942,2026-08-02,広島県,国・省庁,0
最高裁判所 広島高等裁判所 広島地方裁判所 府中簡易裁判所,0,,,0,,https://www2.njss.info/organizations/proc/2943,2026-08-02,広島県,国・省庁,0
